Название товара;Подкатегория 2;М-видео;Цена М-видео;Эльдорадо;Цена Эльдорадо;ДНС;Цена ДНС;Ситилинк;Цена Ситилинк;Яндекс Маркет;Цена Яндекс Маркет
Встраиваемый морозильник Hyundai HBF 0810;Морозильники встраиваемые;https://www.mvideo.ru/products/vstraivaemyi-morozilnik-hyundai-hbf-0810-400341457;40590;https://www.eldorado.ru/cat/detail/vstraivaemaya-morozilnaya-kamera-hyundai-hbf-0810/;40590;https://www.dns-shop.ru/product/2ffe2f3cc141dbd4/vstraivaemyj-morozilnyj-skaf-hyundai-hbf-0810/;40499;https://www.citilink.ru/product/morozilnaya-kamera-hyundai-hbf-0810-belyi-1773499/;33870;https://market.yandex.ru/product--morozilnaia-kamera-vertikalnaia-vstraivaemaia-hyundai-hbf-0810-belaia/1155695593?sku=4379198511&uniqueId=16258215&do-waremd5=hfdcqujZN0uVF0p3XoqYzg&sponsored=1&cpc=xHKQU-FQmD4h49_aT6-JT6FcouEsvpv97omF03SNKtHqEKyN0deZF-u__I_ITrnI9ZczyoqKicE0Qy6Nh5fTee6U8h-Xfrcm4hu0dgUykMZgcukKJ778OoZsRiY8Tj9wq9hlT8QZJYiigI-JuGTBUbnABJRNJW1nxSGrbvmG9JCsC2awtdNWBRw2w2buT1FCm1ohzrIq5j2oYglW7nIknl38L-EHbfm3YMJo18BGM2DGijpFep6Tad14l6KDeH4y-S6H4BJIGgOYXb2PSciJinmJAb7v57UOFaMDRSjQcRLN5P8_le-XTzqsFbYrfkAwQ5XbTEm6VWHDruan5jqrjzFIhmn2TKCl2kbF-jF1b8J6QYZbmi64ytnPFMufMjsqoGTiIoGzoqDnVrgGlyQsBlIS_0VHmxaRmT3dMvhTfDl9exENvcie9PH5_kLhPveEIV6wFipK2XdZ7k1s7q-tDkvLRrbSHgmYRu5ArF7IXBwVS8qhyrivI_tcrdVCTLwo-7Fe1pvx2-EUWnkBO6U0Xc4Df0nkuh0fk2wogsT4dII%2C;46990
Встраиваемый морозильный шкаф Beko BU 1200 HCA;Морозильники встраиваемые;https://www.mvideo.ru/products/vstraivaemyi-morozilnik-beko-bu-1200-hca-4192372;39990;https://www.eldorado.ru/cat/detail/vstraivaemyy-morozilnik-beko-bu-1200-hca/;39999;https://www.dns-shop.ru/product/e0fb5a56ffbc615e/vstraivaemyj-morozilnyj-skaf-beko-bu-1200-hca/;39999;https://www.citilink.ru/product/morozilnaya-kamera-beko-bu1200hca-belyi-306424/;39999;https://market.yandex.ru/product--bu-1200-hca/1778128790?sku=6081030&uniqueId=1127615&do-waremd5=3fRoB1hYCfqCxzA0XXja5Q&sponsored=1&cpc=NkpX0BHEbXjSfO_80RDIixMrKFKFLFgFD1WOqxgHtV1GDQjoL4As5YVka4iaLKQmT8zKozXTiVorGVcq0o9DkRXTRFEZoTP_rOtz725puaez9cKtQpr6Q5Pk2NPMYe8FI3WPk6KlP5CYoap6df93T70mBoMuN6ofE_42B5KSej2sZXutF55L1lBxyj3GMP0ee-UaZjKhGAZx6mhrviTymaJw4SmlFYEK70lhz8NkHtwrdHPADsQTM4mfL-GRAGSvqYrYdSJgjYmT7Oy8yKqzOcMDA_3cmKthfGuUha3vxL5RQEk9CYEKvgOyLwS-NiA73kIZAqfmZYKv7pHUSZiS5573UJZ1agKAgTL2mb6ClOUBuXYV4SD2p3unb7wwbDR0NL50PxxKAvR83pcUrqPxEErDpq4FSOAkf-cKr-6MTrYvG6WyrNzLVRPRVas2NpJREqn-tamJGX0g47_It4jwtPB9Q6cY3i2n5V2RxKkkSvM8KMDsYWbTpVC7KiPmlYyM02sjyLEdfrVbxcVQmZsipNGesuWqselZ7AsTR1cEIrc%2C;38999
Кофемашина Delonghi Rivelia Perfetto EXAM440.55.G;Кофемашины капсульного типа;https://www.mvideo.ru/products/kofemashina-avtomaticheskaya-delonghi-rivelia-perfetto-exam44055g-400342683;114129;https://www.eldorado.ru/cat/detail/kofemashina-delonghi-rivelia-perfetto-exam440-55-g/;114129;https://www.dns-shop.ru/product/469033c1ade9975d/kofemasina-avtomaticeskaa-delonghi-exam44055g-seryj/;55490;https://www.citilink.ru/product/kofemashina-delonghi-exam440-55-g-seryi-2024378/;81300;https://market.yandex.ru/product--dinamica-ecam-350-75-s/14259215?sku=103218023271&uniqueId=174330410&do-waremd5=RipkzuNmWjFufReLqCxspQ&sponsored=1&cpc=IeufRNqX4zbDrS0ul2uoAZ655MG-TTg-Liyct-R-g5AjnB9cYDTEL32dWQGSfexPukzNNL7lImumsSSIwUQO2oUVUFZmxPXJQJcJx8WZpcmzc6h0V2MnNFYP4bQJn9b_KsIYVhKvYS3MdGBzmKUblwEBbICRP6Ff7QpOiT9k5-k-iejFgTHkoR9tUQ2WTss4MMwa9i7U60rnI_MdiW-qFpOmhkvvbIVt4f8q2EtJtUx9Q2nFISIScrFjaPqWQPSHpmrfA4njgwpyRSo5W_COBhPIczYnVd6xbx8GOnwhpx4qMk8Aj_y9dH1EN9F4otoOP9GddpE-J_p8z38vFlXXvhak3q3NXvgcBLL4w1YNAk5yiU5AzhtbzurTEiyLWcKvH00IzG1uEXhRZe5qudgMK0c5nKbyfydN4wqWDHnPAw60uNzuKokDdWJK3JiLVxq2hDVH4gqbFaOYG54Pwot9xsZjMrt1PxNl84C8cJZpe7829spz2DVigaYzkPckhxcwd28_9OcMuSr5zgRhg-Tj5q-nZb7BHzlo;75520
Кофемашина капсульная Kitfort КТ-7462;Кофемашины капсульного типа;https://www.mvideo.ru/products/kofemashina-kapsulnogo-tipa-dolce-gusto-kitfort-kt-7462-400389328;10870;https://www.eldorado.ru/cat/detail/kofevarka-kapsulnaya-kitfort-kt-7462/;10590;https://www.dns-shop.ru/product/ccf3d8345ddf9892/kofemasina-kapsulnaa-kitfort-kt-7462/;10590;https://www.citilink.ru/product/kofemashina-kitfort-kt-7462-1450vt-sinii-chernyi-2059191/;10590;https://market.yandex.ru/product--kofevarka-3-v-1-kitfort-kt-7462/882470370?sku=103763899168&uniqueId=920840&do-waremd5=0L6iH8RC-ud7TmBs2SKCKg&sponsored=1&cpc=PsMaq7RGsJ6FgihgISpXkCk6ivWIY8MEEM8G4wAXG9GeVe7MW4UISgnDTfxo5nyuzk0i8D_P7m-l033hyfu1eQYGgSXlo_2-IVNAoJ8DqHNU2QeA83lfFA5lKYiTvEJevXx4Xsq3v_4PQOi_EfshB5dDnzVbKWK2ByaPHSaFTY2IskM4OSel0d_xzoPFgobS_d2vXHzpliVHCx6k3cA4OsDPRZzLR9bxNV2VHKXVNr44JpcBKXv5Sl12971Ck4H5CLYUjnWx7lTwcJG1PLkvoUSgEp-QxO9C6LwU5luiQ7RgpcLs0_fQ070LSdhG9_XuOVq-T6lEZSfJfo6dvkywkEvzw4x5edUM0n-OvWMmhlzhHgzsZlF1ocWbffFVXqSBDGWfg7AdLO55vcWdIoS0CYvifzM9owPVzaa8jWKRwDNfD_g0AIYU9XVhufkdqmUO86c7ZRJ4WybKEnttwhMearrap2iZmuhSu29P7LVp38yAxD3J2UPGKSYsPhD4jryeUCgCYKQIe3wuPaFRIW22gA%2C%2C;10378
Кофеварка капсульная Kitfort КТ-7192;Кофемашины капсульного типа;https://www.mvideo.ru/products/kofevarka-kapsulnogo-tipa-kitfort-kt-7192-400297831;10990;https://www.eldorado.ru/cat/detail/kofevarka-kapsulnaya-kitfort-kt-7192/;9990;https://www.dns-shop.ru/product/d2a70dd492e48565/kofemasina-kapsulnaa-kitfort-kt-7192/;9999;https://www.citilink.ru/product/kofemashina-kitfort-kt-7192-1450vt-serebristyi-chernyi-2018317/;9990;https://market.yandex.ru/product--kofevarka-kitfort-kt-7192/868758114?sku=103645773056&uniqueId=920840&do-waremd5=uWpysm5Fpz3Sp-ADVN5l9w&sponsored=1&cpc=PsMaq7RGsJ6YrKo2tLIA9fCGoXtS9W4Mdp0wtmGvxZS4DvDO91PTCglWgNiDRGcKaqPTQtPvkuM6lsDsLSwq90Xu-0saE66T3K-SGRjybKNyU6WfAt6huJbAZgeTRTQt5WUyFHjyDRf3m4iV6Ui_Kt_bDVfS8UTmo7eWNehQbamtUMRseUQVN7XiPK6RoqWTnsuys3nHqATwyElUuB2oSE4vTjroQzKCuGr337BhGYRd9UyH2iy-o9V3wXaILKFIVYAQAdyZZoizOcuos7argMNBxnox7l1Onoh47WOiyJmMTn5YrOBdV6_tIoc1OE5Pl4hQpXuJNz6SxRB1UuBYNwLl-kDqP3D5ppi_UbwvT64Fx-bhO-yUnHI9RzTPIIFtye6ydQp8ADWthU34qrTnbyHtUfuekgzdbiVW27uBlKPn2P2gbzu86G80LTQpFljBElblfNADXWaJJxVH_EwF3z8200VZ0H4pIQ5znmvGCJjpM3F36PdtVZAZixkvDvylQR9qao1hHfTNdtNlrhbB3wVnqnhe-99pJgiWyAEqtXM%2C;9790
Кофеварка KitFort КТ-728;Кофеварки;https://www.mvideo.ru/products/kofevarka-kapelnogo-tipa-kitfort-kt-728-4203044;3790;https://www.eldorado.ru/cat/detail/kofevarka-kapelnaya-kitfort-kt-728/;3790;https://www.dns-shop.ru/product/390e590d53983330/kofevarka-kapelnaa-kitfort-kt-728-cernyj/;3399;https://www.citilink.ru/product/kofevarka-kitfort-kt-728-kapelnaya-chernyi-serebristyi-1376875/;3790;https://market.yandex.ru/product--kt-728/655025274?sku=100884840035&uniqueId=920840&do-waremd5=CaSi4Ds9ukgUjU2CaOWP_g&sponsored=1&cpc=ivGNyrzXF-2WBsaaYQ8_7_HNIA7SxkjN-Mcw5CEf0QkjOfiM_7B6R-gRakyu5FafJAK1LGnmush0frcwB24e3jEp-LnPWH6iJBYspwVkyJ7K-IXgU9CQaEovYsMuwVnxVOus7Py1KELbKy00y3UnfJKGNdNYpUMB4toBpO4ur9NGHijiRiO2v9X4NvU9gpAtKVxVodjHU4dZRpa1jVb0yjmPVpV8COLEB8VfsAS2Stm95SF5YZvH4deYW5j_0Cy9DU1TUOD5caujjiN_JYBBRfpPcq05ZZM5p0_qyqcheT0BkjhqjvUcALqrN7liezcV_KUD99DhQ3oU1lRrVtxBTUm81Zy2FjAK5uUWk6ozVjF6l1Hw7aCMQFCmeUZvWOMRr629Z4EChDCQjezsRsICnZT7eE6kwovTeTlEfpaqaabScx9Hw7f1UX7okjCcgrjwB6woVkJA-4Z1jqE0v_6_n8jmW2mTypitI4S80bSqx8G-eSFe5Nyvk79tLVxAqRGD-fmQ-hkwaZM0nEZOVap66dKCKql7ZkCvMWKfH3CjZDU%2C;3741
Кофеварка рожкового типа Kitfort КТ-7321;Кофеварки;https://www.mvideo.ru/products/kofevarka-rozhkovogo-tipa-kitfort-kt-7321-400376388;37900;https://www.eldorado.ru/cat/detail/kofevarka-rozhkovaya-kitfort-kt-7321/;37990;https://www.dns-shop.ru/product/5a67ef306e329886/kofevarka-rozkovaa-kitfort-kt-7321-serebristyj/;35950;https://www.citilink.ru/product/kofevarka-rozhkovaya-kitfort-kt-7321-2800vt-nerzhaveyuschaya-stal-cher-2059221/;37990;https://market.yandex.ru/product--kofeinaia-stantsiia-kitfort-kt-7321/633948827?sku=103520375686&uniqueId=920840&do-waremd5=v1R470A0Xwk3IRqIRoLlOw&sponsored=1&cpc=5VRL67avWz5aLCrMwM0YAhxoRVyfh3fRwxpvA_3uV-r5YBRXic2mpxG3WBOzg_RWK5nN-fNuiXvxfKhpuXxu6DLDY5Q5qhYOcXFSrtrdfVv6UtLrVqYMzOwmj8DoLgiFmwA1IjyG9kWXKfXAUUdCI6QN6r8UNcI3iXSmPjH9BnJHSdUjVfu2pEk8ytw23VyM6zbtlI32PPOCz0T921WUMuBgykBQjGiSzpe2jLwu9uMoFDsabcl53XQGjU4YVVirgNfZrlbltxzSqZN_2drUOEQ4Hm7ftxdZl1G87GXb0SXaGCW8vginWPvKYtjEzxnq1_sT5oDXZxQzwJpD91Lsn26etioL8voiN63xAoQBj5mY60xDhKZw-wzx7uYwShwsurqYFKi0S2dQu5sFp1MiYRpgGon8cH-OMwWP7EmIUAR2LsmQnTBV-gIn5-JVwQIivsjSMsvrxns0b_6k6NsZ0-Y7Z0NFmmOTRF-JtJDW4-VHCO2jgU5-k_F5huFe4ZyMxQPM9TBWX7ZzWBL5oUIG1hdSZLA6pIRhFxDZX7_-kgo%2C;32990
Кофеварка рожкового типа Vitek VT-1517;Кофеварки;https://www.mvideo.ru/products/kofevarka-rozhkovogo-tipa-vitek-vt-1517-400062340;19899;https://www.eldorado.ru/cat/detail/kofevarka-rozhkovaya-vitek-vt-1517/;19899;https://www.dns-shop.ru/product/7903abce61d4b0b7/kofevarka-rozkovaa-vitek-vt-1517-koricnevyj/;12599;https://www.citilink.ru/product/kofevarka-vitek-vt-1517-2034531/;18490;https://market.yandex.ru/product--vt-1517-bn/10997721?sku=100352900810&uniqueId=924877&do-waremd5=Ttp27UsJzoga_c7KdwNoMw&sponsored=1&cpc=ZpDV3fLTspTPMTHV3RKCbl2QDhv1vyfU73Khs2CpSZJmlO7vP5syppAKHVacgiX1dL1f0NdY-MUA99FVKBkYzm7vcZSUBJYr18P8IvThHOGIDqDL3Rzs0AYDudCFAAiW_B9XqEmMVRHw-E3AYidlQpxpnQf5I9ssudbkAbTaP2O_4IP_y2kfNRW1rx6vxE_9AiC9JfIjHEclDxAdMVongtd7OsOKyFyWr85IvUnoXcV7tBe2bb15WeXib8u0SYDVyT85GOQWSXqK6cau5bYF0iRFWzYbcsuxunRUwU6nr2vhUhkPFuIBIkB8LDEwgRv3E46ZOL5ADxItQEhVDUp9m10Nn0MGDWokKPxIlwEdq7mzzhkwfx7FP5cTziTpU-U_k2JEL6moaFrlaBHRN1bJW0qO8nWkdTxCFGIOVt6vyOx4momwK4h7X2QcwWjzfP4dB9gw94r_eZUG7e8uCdo6ZkyaWX0nt0J5eJFa_1QJrH_7dOACIKjoIplFac0vXwSuQYcJikS8Z3nkeHbQR9dvpJxsYtU3wjvPuHnb3ZEyfKA%2C;12814
Кофемолка Kitfort КТ-787;Кофемолки;https://www.mvideo.ru/products/kofemolka-kitfort-kt-787-400036344;5690;https://www.eldorado.ru/cat/detail/kofemolka-kitfort-kt-787/;5690;https://www.dns-shop.ru/product/61c3b6279707a8e4/kofemolka-elektriceskaa-kitfort-kt-787-cernyj/;5799;https://www.citilink.ru/product/kofemolka-kitfort-kt-787-chernyi-1893673/;5490;https://market.yandex.ru/product--kofemolka-kitfort-kt-787/1816212834?sku=101935526652&uniqueId=920840&do-waremd5=2i6_grG0-iclRi4R01Gj1g&sponsored=1&cpc=5qXt3mH1GjTRrrLKYKAu6vXL9RreZdWbXhUEwrq6lNH4GtYs5kKHVxq9do69yqhEDoohMp-g9mizWr0d3ISX5qXDB0mCBakqMRZu2l4TRECzfAcjgXQoyEF96zKCtNkyuybpBJVinGzGTTmEu02gePWv_yC7Vks3kZoIP-THTDKSDUaqzHvAP0N33jIkQQ2lMMaQ1HvQNsmnz0UcjU16oeYVNSjWRhY_pjTxVN2bQyfdEHaBXYIMcN89PLlyHg_HSUb-BBok_M4zjyrvhxYk4Lyut5l5k5d-hZ5Vjp_Rcl7UZ85qyyrxKX4WIfGp-K9ni7MIX_hGEJ2FOlNhqdVeIQ1dxjoVHT2_KlnO2xhj6K6BRpHndvck6bYngDVBD_4gNb3ewuHyKpbdrdZ3ddeyRyPj1CoI7ru1fFYYfgSmWdZ9LYif0kFUoUgZWHFmYCdddeXC9v1SDwI9PKfDQE98uQg_9qmAJINRWR2567m9uMi5pwHDiu8uDSPYZWH8EuGhO0e-_3oVqkp7idXYlKR2DiIPaldJbhkBzInkyeAen5E%2C&resale_goods=resale_new;5576
Кофемолка Starwind SGP4421;Кофемолки;https://www.mvideo.ru/products/kofemolka-starwind-sgp4421-4196810;1390;https://www.eldorado.ru/cat/detail/kofemolka-starwind-sgp4421-74522956/;1190;https://www.dns-shop.ru/product/dbde15287bc13330/kofemolka-elektriceskaa-starwind-sgp4421-cernyj/;1390;https://www.citilink.ru/product/kofemolka-starwind-sgp4421-chernyi-347071/;1390;https://market.yandex.ru/product--kofemolka-starwind-sgp4421/230035704?sku=103199659332&uniqueId=924877&do-waremd5=7t4WZ56Fq0zKe0J8kIzF1w&sponsored=1&cpc=gW_RUvtoHzawtE_EHWW8-gqS0YIGpzTaBCwzFPGdAaE0m_0ajPgpCMRA7c2lgCDHgf0Ih-FPzo0m6S7kB-8GZhSfDcTADlzrg2fR0Rf82-Vp-xzJZZWXq6d_-ekKnlenEo4QA8omoEOQdrrR9UlhRrObLGveh1UJRPsV6VBPoTWeicRKA34dt-ikEu7lia_c_-ZXvNzIjqWYLfpzC9KFDsUcb93n1yxwTARr0iiU7d6Kmv9ZuOPssf8Wdg4nRHib9lRo7NDtOHxATAmin3isUXz2zswPL0veD7q4N043Bkbmfw_ZCo8t6fmCDTpESere6N5Ip_CkiwmJb2qEhSKt40oeINv-LxiAUrf8ef-O74c_fQ_9dSa84sOhgOYItFzEnYOj-QTVaeSZSEIe_ciOG_krUJvPsjrOGbR8OrvUX2-IGIFQC4x4P50NRE3_kdxnHC2EEDBfnlXiOFHVGwE0BDlTDHdtNqvdnD7cVq70BZC5kCoookfEgtRbpM-HjvD5867onY9JCUrVnxUAZQnyQw%2C%2C;1952
Кофемолка Kitfort КТ-1329;Кофемолки;https://www.mvideo.ru/products/kofemolka-kitfort-kt-1329-400334694;2990;https://www.eldorado.ru/cat/detail/kofemolka-kitfort-kt-1329-590334694/;2990;https://www.dns-shop.ru/product/67c1722219433330/kofemolka-elektriceskaa-kitfort-kt-1329-serebristyj/;2999;https://www.citilink.ru/product/kofemolka-kitfort-kt-1329-serebristyi-1118028/;2990;https://market.yandex.ru/product--kt-1329/333551000?sku=100561422916&uniqueId=920840&do-waremd5=-wSoAjdTnppY6wS5xdAzjg&sponsored=1&cpc=Drc-rVyRGxeVCYr21a6BWvnnYoAH_grprBpohS-JKaNZ69mfqYS1uMneqCl-wyJLtlf3RiSd7EraPXaDXZjtqRCR-cmjman20gxXZ6HW6_NGXlVhkgbpn1pjoho9AxF4WBdTYKrVxqKmb7cGukNlwAUTOYZYnDOEEtTYMOwpUSfSP4nGDenHEj96Itjl3op48Jkt12bpyjMr34-SfQVZ__anBOj6ApztKJ9vqmpoBSHfARxmNAuI2CaW57MTxgj_K9AJa-SSlHVHYtqL1MbvxLi9jcEG51eWY3MmjZGEG8Xx7-VKpG2BM11RH7WOsr1ZES8st8BVo2Jj59Rit2im6HoOLNmgQ9EG3LKkxkHA3HPvUF6SwEIOULp3P_zCKAWmACvBxhS1cJwAGjykgIctRYaQ0zKu5lpFGdfFjz53blXTFQWk6ViFknNQL2fYLuiv6zz6g8kvybl5k2nTlktt3Rhf-bV4H21mNtstP3MK5GAlXTISYD0qejVcIKBYeQlB4B69ezzzaRXsdI604DjyZs1xiev7rhmrx4rcUSljW-Y%2C&resale_goods=resale_new;2930
